chrom,chromStart,chromEnd,target
3,49399928,49400059,RHOA_4_CODING
3,49405860,49405981,RHOA_3_CODING
3,49410672,49410775,RHOA_3_CODING
3,49412866,49413024,RHOA_2_CODING
3,49444144,49444239,RHOA_2_CODING
3,49449252,49449635,RHOA_1_CODING
3,49721379,49721622,MST1_5_CODING
3,49721746,49721886,MST1_4_CODING
3,49721982,49722089,MST1_3_CODING
3,49722170,49722317,MST1_2_CODING
3,49722444,49722523,MST1_1_CODING
3,49722694,49722815,MST1_13_CODING
3,49722903,49722939,MST1_12_CODING
3,49723028,49723165,MST1_11_CODING
3,49723292,49723395,MST1_10_CODING
3,49723494,49723914,MST1_9_CODING
3,49724116,49724235,MST1_7_CODING
3,49724379,49724500,MST1_6_CODING
3,49724581,49724718,MST1_5_CODING
3,49724796,49724911,MST1_4_CODING
3,49724988,49725101,MST1_3_CODING
3,49725182,49725330,MST1_2_CODING
3,49726030,49726486,MST1_1_CODING
3,49924434,49924995,MST1R_20_CODING
3,49927356,49927493,MST1R_19_CODING
3,49927917,49928083,MST1R_18_CODING
3,49928629,49928739,MST1R_17_CODING
3,49928831,49929013,MST1R_16_CODING
3,49929190,49929271,MST1R_15_CODING
3,49932599,49932806,MST1R_14_CODING
3,49932879,49932981,MST1R_13_CODING
3,49933147,49933313,MST1R_12_CODING
3,49933393,49933540,MST1R_11_CODING
3,49933627,49933837,MST1R_10_CODING
3,49933972,49934066,MST1R_9_CODING
3,49934161,49934323,MST1R_8_CODING
3,49934712,49934849,MST1R_7_CODING
3,49934952,49935118,MST1R_6_CODING
3,49935483,49935644,MST1R_5_CODING
3,49935950,49936121,MST1R_4_CODING
3,49936299,49936428,MST1R_3_CODING
3,49936507,49936696,MST1R_2_CODING
3,49939812,49941070,MST1R_1_CODING
3,52435028,52436437,BAP1_17_CODING
3,52436617,52436690,BAP1_16_CODING
3,52436794,52436956,BAP1_15_CODING
3,52437153,52437314,BAP1_14_CODING
3,52437431,52437910,BAP1_13_CODING
3,52438468,52438602,BAP1_12_CODING
3,52439125,52439310,BAP1_11_CODING
3,52439780,52439928,BAP1_10_CODING
3,52440268,52440392,BAP1_9_CODING
3,52440844,52440923,BAP1_8_CODING
3,52441189,52441332,BAP1_7_CODING
3,52441414,52441476,BAP1_6_CODING
3,52441973,52442093,BAP1_5_CODING
3,52442489,52442622,BAP1_4_CODING
3,52443569,52443624,BAP1_3_CODING
3,52443729,52443799,BAP1_2_CODING
3,52443857,52444366,BAP1_1_CODING
3,52579367,52582251,PBRM1_28_CODING
3,52584436,52584653,PBRM1_27_CODING
3,52584762,52584833,PBRM1_26_CODING
3,52588739,52588895,PBRM1_25_CODING
3,52592264,52592429,PBRM1_26_CODING
3,52595782,52595984,PBRM1_24_CODING
3,52597298,52597509,PBRM1_23_CODING
3,52598065,52598249,PBRM1_22_CODING
3,52610556,52610714,PBRM1_21_CODING
3,52613069,52613215,PBRM1_20_CODING
3,52620440,52620704,PBRM1_19_CODING
3,52621368,52621526,PBRM1_18_CODING
3,52623085,52623271,PBRM1_17_CODING
3,52637536,52637748,PBRM1_16_CODING
3,52643328,52643971,PBRM1_15_CODING
3,52649366,52649472,PBRM1_14_CODING
3,52651277,52651554,PBRM1_13_CODING
3,52658912,52658957,PBRM1_14_CODING
3,52661288,52661386,PBRM1_12_CODING
3,52662909,52663051,PBRM1_11_CODING
3,52668617,52668831,PBRM1_10_CODING
3,52675969,52676061,PBRM1_9_CODING
3,52677263,52677359,PBRM1_10_CODING
3,52678719,52678805,PBRM1_8_CODING
3,52682359,52682458,PBRM1_7_CODING
3,52685757,52685826,PBRM1_6_CODING
3,52692214,52692331,PBRM1_5_CODING
3,52696148,52696292,PBRM1_4_CODING
3,52702513,52702661,PBRM1_3_CODING
3,52712515,52712613,PBRM1_2_CODING
3,52713589,52713742,PBRM1_1_CODING
3,52715719,52715836,PBRM1_3_CODING
3,52716107,52716249,PBRM1_2_CODING
3,52718871,52718930,PBRM1_2_CODING
3,52719451,52719598,PBRM1_1_CODING
3,52719764,52719933,PBRM1_1_CODING
3,69788585,69788852,MITF_1_CODING
3,69807854,69807907,MITF_1_CODING
3,69811874,69811940,MITF_1_CODING
3,69812706,69812843,MITF_1_CODING
3,69812961,69813093,MITF_1_CODING
3,69827968,69828193,MITF_2_CODING
3,69915362,69915497,MITF_1_CODING
3,69928255,69928534,MITF_2_CODING
3,69985737,69985906,MITF_1_CODING
3,69986972,69987200,MITF_3_CODING
3,69988248,69988332,MITF_4_CODING
3,69990386,69990482,MITF_5_CODING
3,69998201,69998319,MITF_6_CODING
3,70000962,70001037,MITF_7_CODING
3,70005605,70005681,MITF_8_CODING
3,70008423,70008571,MITF_9_CODING
3,70013997,70017488,MITF_10_CODING
3,71003843,71008542,FOXP1_21_CODING
3,71015040,71015207,FOXP1_20_CODING
3,71019886,71019956,FOXP1_19_CODING
3,71021705,71021827,FOXP1_18_CODING
3,71026091,71026193,FOXP1_17_CODING
3,71026793,71026873,FOXP1_16_CODING
3,71026978,71027180,FOXP1_15_CODING
3,71037144,71037228,FOXP1_14_CODING
3,71050122,71050210,FOXP1_13_CODING
3,71064699,71064804,FOXP1_12_CODING
3,71090478,71090683,FOXP1_11_CODING
3,71096087,71096246,FOXP1_10_CODING
3,71101687,71101777,FOXP1_9_CODING
3,71102786,71102924,FOXP1_8_CODING
3,71113974,71114077,FOXP1_1_CODING
3,71114775,71114918,FOXP1_1_CODING
3,71161686,71161788,FOXP1_7_CODING
3,71179648,71179988,FOXP1_1_CODING
3,71247032,71247219,FOXP1_7_CODING
3,71247352,71247543,FOXP1_6_CODING
3,71294004,71294316,FOXP1_1_CODING
3,71348970,71349031,FOXP1_5_CODING
3,71353829,71353911,FOXP1_1_CODING
3,71408300,71408395,FOXP1_4_CODING
3,71542576,71542706,FOXP1_3_CODING
3,71592574,71592708,FOXP1_1_CODING
3,71630699,71630848,FOXP1_2_CODING
3,71632721,71632904,FOXP1_1_CODING
3,71633060,71633140,FOXP1_1_CODING
3,72420975,72427788,RYBP_4_CODING
3,72428190,72428289,RYBP_3_CODING
3,72428401,72428578,RYBP_2_CODING
3,72495646,72496069,RYBP_1_CODING
3,72798429,72799987,SHQ1_11_CODING
3,72842066,72842187,SHQ1_10_CODING
3,72861821,72861945,SHQ1_9_CODING
3,72864500,72864554,SHQ1_8_CODING
3,72866380,72866535,SHQ1_7_CODING
3,72873574,72873702,SHQ1_6_CODING
3,72881519,72881632,SHQ1_5_CODING
3,72890195,72890350,SHQ1_4_CODING
3,72891430,72891553,SHQ1_3_CODING
3,72893509,72893574,SHQ1_2_CODING
3,72895365,72895514,SHQ1_1_CODING
3,72897348,72897631,SHQ1_1_CODING
3,72911019,72911065,SHQ1_1_CODING
3,89156673,89156986,EPHA3_1_CODING
3,89176358,89176423,EPHA3_2_CODING
3,89259009,89259670,EPHA3_3_CODING
3,89390065,89390221,EPHA3_4_CODING
3,89390904,89391240,EPHA3_5_CODING
3,89444986,89445111,EPHA3_6_CODING
3,89448467,89449495,EPHA3_7_CODING
3,89456418,89456521,EPHA3_8_CODING
3,89457216,89457281,EPHA3_9_CODING
3,89462290,89462416,EPHA3_10_CODING
3,89468354,89468540,EPHA3_11_CODING
3,89478255,89478317,EPHA3_12_CODING
3,89480299,89480509,EPHA3_13_CODING
3,89498374,89498524,EPHA3_14_CODING
3,89499326,89499520,EPHA3_15_CODING
3,89521613,89521769,EPHA3_16_CODING
3,89528546,89531284,EPHA3_17_CODING
3,119540169,119545702,GSK3B_11_CODING
3,119562101,119562200,GSK3B_10_CODING
3,119582265,119582452,GSK3B_9_CODING
3,119585436,119585475,GSK3B_9_CODING
3,119595259,119595355,GSK3B_8_CODING
3,119624601,119624699,GSK3B_7_CODING
3,119631550,119631657,GSK3B_6_CODING
3,119634890,119635021,GSK3B_5_CODING
3,119642219,119642330,GSK3B_4_CODING
3,119666114,119666198,GSK3B_3_CODING
3,119720892,119721086,GSK3B_2_CODING
3,119812193,119813264,GSK3B_1_CODING
3,128198269,128200161,GATA2_6_CODING
3,128200661,128200787,GATA2_5_CODING
3,128202702,128202848,GATA2_4_CODING
3,128204569,128205211,GATA2_3_CODING
3,128205645,128205919,GATA2_2_CODING
3,128206553,128206764,GATA2_1_CODING
3,128207194,128207373,GATA2_1_CODING
3,128209142,128209491,GATA2_1_CODING
3,128210846,128211065,GATA2_2_CODING
3,128211741,128212028,GATA2_1_CODING
3,134334206,134334280,EPHB1_1_CODING
3,134498579,134498723,EPHB1_2_CODING
3,134514103,134514531,EPHB1_1_CODING
3,134514982,134515235,EPHB1_1_CODING
3,134542689,134542730,EPHB1_1_CODING
3,134559297,134559376,EPHB1_2_CODING
3,134560316,134560391,EPHB1_3_CODING
3,134571347,134571444,EPHB1_1_CODING
3,134644657,134644722,EPHB1_3_CODING
3,134670212,134670894,EPHB1_4_CODING
3,134786373,134786759,EPHB1_1_CODING
3,134825289,134825445,EPHB1_4_CODING
3,134851555,134851891,EPHB1_5_CODING
3,134872993,134873118,EPHB1_6_CODING
3,134880859,134881022,EPHB1_7_CODING
3,134884809,134884918,EPHB1_8_CODING
3,134885783,134885848,EPHB1_9_CODING
3,134898701,134898824,EPHB1_10_CODING
3,134911417,134911665,EPHB1_11_CODING
3,134920315,134920531,EPHB1_12_CODING
3,134959989,134960139,EPHB1_13_CODING
3,134967157,134967351,EPHB1_14_CODING
3,134968177,134968333,EPHB1_15_CODING
3,134977853,134979309,EPHB1_16_CODING
3,136055076,136057119,STAG1_34_CODING
3,136057211,136057292,STAG1_33_CODING
3,136059332,136059447,STAG1_32_CODING
3,136060282,136060393,STAG1_31_CODING
3,136062673,136062848,STAG1_30_CODING
3,136067999,136068205,STAG1_29_CODING
3,136076561,136076690,STAG1_28_CODING
3,136077989,136078138,STAG1_27_CODING
3,136082207,136082309,STAG1_26_CODING
3,136085784,136085924,STAG1_25_CODING
3,136087949,136088124,STAG1_24_CODING
3,136096501,136096594,STAG1_23_CODING
3,136117590,136117671,STAG1_22_CODING
3,136136726,136136814,STAG1_21_CODING
3,136139934,136140005,STAG1_20_CODING
3,136141251,136141455,STAG1_19_CODING
3,136141609,136141699,STAG1_18_CODING
3,136141793,136141886,STAG1_17_CODING
3,136152397,136152501,STAG1_16_CODING
3,136162128,136162246,STAG1_15_CODING
3,136170874,136170989,STAG1_14_CODING
3,136183722,136183830,STAG1_13_CODING
3,136191254,136191334,STAG1_12_CODING
3,136192380,136192479,STAG1_11_CODING
3,136196130,136196254,STAG1_10_CODING
3,136219064,136219138,STAG1_9_CODING
3,136221469,136221621,STAG1_8_CODING
3,136236884,136237257,STAG1_8_CODING
3,136240054,136240259,STAG1_7_CODING
3,136260960,136261037,STAG1_6_CODING
3,136287606,136287703,STAG1_5_CODING
3,136305643,136305768,STAG1_6_CODING
3,136310286,136310391,STAG1_5_CODING
3,136323150,136323315,STAG1_4_CODING
3,136341987,136342090,STAG1_3_CODING
3,136349711,136349823,STAG1_2_CODING
3,136471036,136471220,STAG1_1_CODING
3,138372859,138374368,PIK3CB_23_CODING
3,138374983,138375116,PIK3CB_22_CODING
3,138376531,138376677,PIK3CB_21_CODING
3,138382747,138382871,PIK3CB_20_CODING
3,138383877,138384045,PIK3CB_19_CODING
3,138400808,138400902,PIK3CB_18_CODING
3,138402519,138402629,PIK3CB_17_CODING
3,138403466,138403645,PIK3CB_16_CODING
3,138407716,138407816,PIK3CB_15_CODING
3,138409841,138409985,PIK3CB_14_CODING
3,138413627,138413749,PIK3CB_13_CODING
3,138417748,138417937,PIK3CB_12_CODING
3,138423284,138423335,PIK3CB_11_CODING
3,138426000,138426131,PIK3CB_10_CODING
3,138431049,138431146,PIK3CB_9_CODING
3,138433309,138433561,PIK3CB_8_CODING
3,138452202,138452280,PIK3CB_7_CODING
3,138453475,138453646,PIK3CB_6_CODING
3,138456548,138456728,PIK3CB_5_CODING
3,138461399,138461623,PIK3CB_4_CODING
3,138474595,138474821,PIK3CB_3_CODING
3,138478014,138478201,PIK3CB_2_CODING
3,138488892,138489397,PIK3CB_3_CODING
3,138515304,138515409,PIK3CB_2_CODING
3,138553536,138553780,PIK3CB_1_CODING
3,138663065,138665982,FOXL2_1_CODING
3,142168078,142172075,ATR_47_CODING
3,142176445,142176597,ATR_45_CODING
3,142177799,142177953,ATR_44_CODING
3,142178068,142178225,ATR_43_CODING
3,142180781,142180932,ATR_42_CODING
3,142183938,142184082,ATR_41_CODING
3,142185165,142185375,ATR_40_CODING
3,142186775,142186910,ATR_39_CODING
3,142188178,142188411,ATR_38_CODING
3,142188927,142189025,ATR_37_CODING
3,142203981,142204124,ATR_36_CODING
3,142211973,142212153,ATR_35_CODING
3,142215202,142215362,ATR_34_CODING
3,142215854,142216034,ATR_33_CODING
3,142217438,142217616,ATR_32_CODING
3,142218468,142218560,ATR_31_CODING
3,142222203,142222295,ATR_30_CODING
3,142223980,142224145,ATR_29_CODING
3,142226772,142226951,ATR_28_CODING
3,142231101,142231312,ATR_27_CODING
3,142232342,142232480,ATR_26_CODING
3,142234236,142234357,ATR_25_CODING
3,142238510,142238626,ATR_24_CODING
3,142241569,142241683,ATR_23_CODING
3,142242834,142243041,ATR_22_CODING
3,142253921,142254047,ATR_21_CODING
3,142254949,142255043,ATR_20_CODING
3,142257323,142257467,ATR_19_CODING
3,142259745,142259876,ATR_18_CODING
3,142261506,142261599,ATR_17_CODING
3,142266566,142266752,ATR_16_CODING
3,142268320,142268515,ATR_15_CODING
3,142268973,142269144,ATR_14_CODING
3,142272068,142272240,ATR_13_CODING
3,142272481,142272582,ATR_12_CODING
3,142272666,142272857,ATR_11_CODING
3,142274718,142274981,ATR_10_CODING
3,142275224,142275417,ATR_9_CODING
3,142277465,142277618,ATR_8_CODING
3,142278092,142278283,ATR_7_CODING
3,142279104,142279296,ATR_6_CODING
3,142280084,142280263,ATR_5_CODING
3,142281073,142281951,ATR_4_CODING
3,142284962,142285103,ATR_3_CODING
3,142286904,142286996,ATR_2_CODING
3,142297487,142297668,ATR_1_CODING
3,169940152,169940558,PRKCI_1_CODING
3,169953017,169953139,PRKCI_2_CODING
3,169977756,169977846,PRKCI_3_CODING
3,169981166,169981217,PRKCI_4_CODING
3,169985702,169985788,PRKCI_5_CODING
3,169988208,169988349,PRKCI_6_CODING
3,169991073,169991128,PRKCI_7_CODING
3,169993016,169993075,PRKCI_8_CODING
3,169998014,169998191,PRKCI_9_CODING
3,169998953,169999051,PRKCI_10_CODING
3,169999669,169999756,PRKCI_11_CODING
3,170002248,170002384,PRKCI_12_CODING
3,170009641,170009729,PRKCI_13_CODING
3,170011170,170011296,PRKCI_14_CODING
3,170013698,170013778,PRKCI_15_CODING
3,170015091,170015181,PRKCI_16_CODING
3,170016782,170016898,PRKCI_17_CODING
3,170020827,170023769,PRKCI_18_CODING
3,178865901,178866007,PIK3CA_1_CODING
3,178866310,178866391,PIK3CA_1_CODING
3,178867314,178867504,PIK3CA_1_CODING
3,178916537,178916967,PIK3CA_2_CODING
3,178917477,178917687,PIK3CA_3_CODING
3,178919077,178919328,PIK3CA_4_CODING
3,178921331,178921577,PIK3CA_5_CODING
3,178922290,178922376,PIK3CA_6_CODING
3,178927382,178927488,PIK3CA_7_CODING
3,178927973,178928126,PIK3CA_8_CODING
3,178928218,178928353,PIK3CA_9_CODING
3,178935997,178936122,PIK3CA_10_CODING
3,178936983,178937065,PIK3CA_11_CODING
3,178937358,178937523,PIK3CA_12_CODING
3,178937736,178937840,PIK3CA_13_CODING
3,178938773,178938945,PIK3CA_14_CODING
3,178941868,178941975,PIK3CA_15_CODING
3,178942487,178942609,PIK3CA_16_CODING
3,178943749,178943828,PIK3CA_17_CODING
3,178947059,178947230,PIK3CA_18_CODING
3,178947791,178947909,PIK3CA_19_CODING
3,178948012,178948164,PIK3CA_20_CODING
3,178951881,178957881,PIK3CA_21_CODING
3,181429713,181432221,SOX2_1_CODING
3,182655861,182662961,DCUN1D1_7_CODING
3,182665025,182665122,DCUN1D1_6_CODING
3,182665337,182665420,DCUN1D1_5_CODING
3,182679013,182679144,DCUN1D1_4_CODING
3,182681668,182681837,DCUN1D1_3_CODING
3,182683324,182683541,DCUN1D1_2_CODING
3,182697863,182697939,DCUN1D1_1_CODING
3,182698274,182698431,DCUN1D1_1_CODING
3,182698622,182698723,DCUN1D1_2_CODING
3,182703291,182703410,DCUN1D1_2_CODING
3,182703579,182703741,DCUN1D1_1_CODING
3,183205318,183210016,KLHL6_7_CODING
3,183210281,183210495,KLHL6_6_CODING
3,183211866,183212069,KLHL6_5_CODING
3,183217377,183217615,KLHL6_4_CODING
3,183225846,183226296,KLHL6_3_CODING
3,183245632,183245798,KLHL6_2_CODING
3,183273148,183273477,KLHL6_1_CODING
3,185000728,185000907,MAP3K13_1_CODING
3,185003180,185003431,MAP3K13_2_CODING
3,185009400,185010867,MAP3K13_3_CODING
3,185046675,185046750,MAP3K13_1_CODING
3,185046861,185047037,MAP3K13_2_CODING
3,185080907,185081156,MAP3K13_1_CODING
3,185146284,185146844,MAP3K13_3_CODING
3,185155234,185155418,MAP3K13_4_CODING
3,185161232,185161424,MAP3K13_3_CODING
3,185165576,185165735,MAP3K13_4_CODING
3,185167687,185167846,MAP3K13_5_CODING
3,185169074,185169183,MAP3K13_6_CODING
3,185181337,185181447,MAP3K13_7_CODING
3,185183534,185183651,MAP3K13_8_CODING
3,185184613,185184751,MAP3K13_9_CODING
3,185190762,185191549,MAP3K13_10_CODING
3,185195113,185195184,MAP3K13_11_CODING
3,185198019,185198317,MAP3K13_12_CODING
3,185200142,185206885,MAP3K13_13_CODING
3,185764096,185766649,ETV5_13_CODING
3,185769818,185769920,ETV5_12_CODING
3,185774863,185775033,ETV5_11_CODING
3,185775211,185775280,ETV5_10_CODING
3,185782205,185782265,ETV5_9_CODING
3,185783601,185783861,ETV5_8_CODING
3,185797605,185797893,ETV5_7_CODING
3,185798834,185798964,ETV5_6_CODING
3,185801957,185802069,ETV5_6_CODING
3,185823093,185823144,ETV5_5_CODING
3,185823237,185823285,ETV5_4_CODING
3,185823413,185823501,ETV5_3_CODING
3,185823612,185823731,ETV5_2_CODING
3,185826245,185826464,ETV5_1_CODING
3,185826616,185826718,ETV5_1_CODING
3,185826728,185826901,ETV5_1_CODING
3,185828057,185828107,ETV5_1_CODING
3,186500993,186501428,EIF4A2_1_CODING
3,186501991,186502266,EIF4A2_3_CODING
3,186502352,186502485,EIF4A2_4_CODING
3,186502750,186502890,EIF4A2_4_CODING
3,186503671,186503840,EIF4A2_5_CODING
3,186503952,186504062,EIF4A2_6_CODING
3,186504290,186504434,EIF4A2_7_CODING
3,186504915,186505053,EIF4A2_8_CODING
3,186505283,186505373,EIF4A2_9_CODING
3,186505591,186505671,EIF4A2_10_CODING
3,186506913,186507689,EIF4A2_11_CODING
3,187439164,187440389,BCL6_10_CODING
3,187442728,187442866,BCL6_9_CODING
3,187443286,187443417,BCL6_8_CODING
3,187444518,187444686,BCL6_7_CODING
3,187446147,187446332,BCL6_6_CODING
3,187446837,187447809,BCL6_5_CODING
3,187449496,187449718,BCL6_4_CODING
3,187451320,187451491,BCL6_3_CODING
3,187452656,187452735,BCL6_2_CODING
3,187453877,187454357,BCL6_1_CODING
3,187455384,187455732,BCL6_1_CODING
3,187463197,187463515,BCL6_1_CODING
3,189349215,189349366,TP63_1_CODING
3,189455528,189455657,TP63_2_CODING
3,189456430,189456563,TP63_3_CODING
3,189507448,189507631,TP63_1_CODING
3,189526060,189526315,TP63_4_CODING
3,189561985,189562201,TP63_3_CODING
3,189582020,189582207,TP63_5_CODING
3,189584470,189584586,TP63_6_CODING
3,189585621,189585731,TP63_7_CODING
3,189586368,189586505,TP63_8_CODING
3,189587112,189587195,TP63_9_CODING
3,189590647,189590784,TP63_10_CODING
3,189597852,189599285,TP63_11_CODING
3,189604182,189604340,TP63_11_CODING
3,189607128,189607273,TP63_12_CODING
3,189608577,189608671,TP63_13_CODING
3,189611994,189615068,TP63_14_CODING
3,195754053,195754131,TFRC_3_CODING
3,195776154,195779055,TFRC_18_CODING
3,195780288,195780429,TFRC_2_CODING
3,195781950,195782172,TFRC_1_CODING
3,195785154,195785236,TFRC_15_CODING
3,195785444,195785503,TFRC_14_CODING
3,195787050,195787118,TFRC_13_CODING
3,195789452,195789516,TFRC_12_CODING
3,195789724,195789810,TFRC_11_CODING
3,195791179,195791299,TFRC_10_CODING
3,195792313,195792471,TFRC_9_CODING
3,195794388,195794528,TFRC_8_CODING
3,195794902,195795001,TFRC_7_CODING
3,195796325,195796439,TFRC_6_CODING
3,195798266,195798369,TFRC_5_CODING
3,195798873,195799023,TFRC_4_CODING
3,195800800,195800996,TFRC_3_CODING
3,195802029,195802231,TFRC_3_CODING
3,195803934,195803993,TFRC_2_CODING
3,195808701,195809060,TFRC_1_CODING
4,1795033,1795192,FGFR3_1_CODING
4,1795559,1795770,FGFR3_2_CODING
4,1800980,1801250,FGFR3_3_CODING
4,1801473,1801539,FGFR3_4_CODING
4,1803093,1803263,FGFR3_5_CODING
4,1803346,1803470,FGFR3_6_CODING
4,1803561,1803752,FGFR3_7_CODING
4,1804640,1804791,FGFR3_8_CODING
4,1805418,1805563,FGFR3_8_CODING
4,1806056,1806247,FGFR3_9_CODING
4,1806547,1806696,FGFR3_10_CODING
4,1807081,1807203,FGFR3_11_CODING
4,1807285,1807396,FGFR3_12_CODING
4,1807476,1807667,FGFR3_13_CODING
4,1807777,1807900,FGFR3_14_CODING
4,1807983,1808054,FGFR3_14_CODING
4,1808272,1808410,FGFR3_15_CODING
4,1808555,1808661,FGFR3_16_CODING
4,1808842,1810599,FGFR3_17_CODING
4,20254882,20255617,SLIT2_1_CODING
4,20256542,20256698,SLIT2_1_CODING
4,20258294,20258366,SLIT2_2_CODING
4,20259490,20259562,SLIT2_3_CODING
4,20270432,20270504,SLIT2_4_CODING
4,20469374,20469446,SLIT2_5_CODING
4,20482338,20482410,SLIT2_6_CODING
4,20487822,20487894,SLIT2_7_CODING
4,20490441,20490605,SLIT2_8_CODING
4,20492425,20492437,SLIT2_9_CODING
4,20493383,20493522,SLIT2_9_CODING
4,20512117,20512189,SLIT2_10_CODING
4,20512688,20512760,SLIT2_11_CODING
4,20521004,20521076,SLIT2_12_CODING
4,20525382,20525526,SLIT2_13_CODING
4,20525636,20525800,SLIT2_14_CODING
4,20526771,20526795,SLIT2_15_CODING
4,20530571,20530722,SLIT2_15_CODING
4,20533606,20533681,SLIT2_16_CODING
4,20535194,20535338,SLIT2_17_CODING
4,20541063,20541207,SLIT2_18_CODING
4,20543075,20543242,SLIT2_19_CODING
4,20544116,20544249,SLIT2_20_CODING
4,20547653,20547722,SLIT2_21_CODING
4,20550110,20550182,SLIT2_22_CODING
4,20550679,20550751,SLIT2_23_CODING
4,20552449,20552521,SLIT2_24_CODING
4,20555427,20555591,SLIT2_25_CODING
4,20555930,20555963,SLIT2_7_CODING
4,20568884,20569009,SLIT2_26_CODING
4,20569140,20569238,SLIT2_27_CODING
4,20570487,20570887,SLIT2_28_CODING
4,20574856,20574883,SLIT2_31_CODING
4,20591266,20591360,SLIT2_29_CODING
4,20597319,20597457,SLIT2_30_CODING
4,20598037,20598278,SLIT2_31_CODING
4,20599887,20600018,SLIT2_32_CODING
4,20611635,20611790,SLIT2_33_CODING
4,20618532,20618821,SLIT2_34_CODING
4,20619061,20619273,SLIT2_35_CODING
4,20620390,20622184,SLIT2_36_CODING
4,24529097,24529664,DHX15_14_CODING
4,24531223,24531393,DHX15_13_CODING
4,24534486,24534677,DHX15_12_CODING
4,24538673,24538796,DHX15_11_CODING
4,24541730,24541922,DHX15_10_CODING
4,24542462,24542571,DHX15_9_CODING
4,24543495,24543645,DHX15_8_CODING
4,24544562,24544649,DHX15_7_CODING
4,24550477,24550645,DHX15_6_CODING
4,24556347,24556566,DHX15_5_CODING
4,24557873,24558033,DHX15_4_CODING
4,24572276,24572470,DHX15_3_CODING
4,24577865,24578301,DHX15_2_CODING
4,24585945,24586173,DHX15_1_CODING
4,41746098,41748339,PHOX2B_3_CODING
4,41749365,41749553,PHOX2B_2_CODING
4,41749664,41749724,PHOX2B_1_CODING
4,41750386,41750987,PHOX2B_1_CODING
4,55095263,55095582,PDGFRA_1_CODING
4,55096009,55096106,PDGFRA_1_CODING
4,55096488,55096773,PDGFRA_1_CODING
4,55106204,55106282,PDGFRA_2_CODING
4,55109741,55109839,PDGFRA_1_CODING
4,55124923,55124984,PDGFRA_2_CODING
4,55127261,55127579,PDGFRA_3_CODING
4,55129833,55131520,PDGFRA_4_CODING
4,55133455,55133627,PDGFRA_6_CODING
4,55133718,55133908,PDGFRA_7_CODING
4,55136799,55136915,PDGFRA_8_CODING
4,55138560,55138687,PDGFRA_9_CODING
4,55139703,55139897,PDGFRA_10_CODING
4,55140697,55140792,PDGFRA_11_CODING
4,55141007,55141140,PDGFRA_12_CODING
4,55143554,55143659,PDGFRA_13_CODING
4,55144062,55144173,PDGFRA_14_CODING
4,55144528,55144682,PDGFRA_15_CODING
4,55146482,55146649,PDGFRA_16_CODING
4,55151537,55151653,PDGFRA_17_CODING
4,55152007,55152130,PDGFRA_18_CODING
4,55153596,55153708,PDGFRA_19_CODING
4,55154965,55155065,PDGFRA_20_CODING
4,55155175,55155281,PDGFRA_21_CODING
4,55156479,55156721,PDGFRA_22_CODING
4,55161291,55164414,PDGFRA_23_CODING
4,55524084,55524248,KIT_1_CODING
4,55561677,55561947,KIT_2_CODING
4,55564449,55564731,KIT_3_CODING
4,55565795,55565932,KIT_4_CODING
4,55569889,55570058,KIT_5_CODING
4,55573263,55573453,KIT_6_CODING
4,55575589,55575705,KIT_7_CODING
4,55589749,55589864,KIT_8_CODING
4,55592022,55592216,KIT_9_CODING
4,55593383,55593490,KIT_10_CODING
4,55593581,55593708,KIT_11_CODING
4,55593988,55594093,KIT_12_CODING
4,55594176,55594287,KIT_13_CODING
4,55595500,55595651,KIT_14_CODING
4,55597493,55597585,KIT_15_CODING
4,55598036,55598164,KIT_16_CODING
4,55599235,55599358,KIT_17_CODING
4,55602663,55602775,KIT_18_CODING
4,55602886,55602986,KIT_19_CODING
4,55603340,55603446,KIT_20_CODING
4,55604594,55606881,KIT_21_CODING
4,55944643,55946330,KDR_30_CODING
4,55948122,55948208,KDR_29_CODING
4,55948702,55948802,KDR_28_CODING
4,55953773,55953925,KDR_27_CODING
4,55955034,55955140,KDR_26_CODING
4,55955540,55955640,KDR_25_CODING
4,55955857,55955969,KDR_24_CODING
4,55956122,55956245,KDR_23_CODING
4,55958783,55958881,KDR_22_CODING
4,55960968,55961122,KDR_21_CODING
4,55961743,55961832,KDR_20_CODING
4,55962395,55962509,KDR_19_CODING
4,55963828,55963933,KDR_18_CODING
4,55964303,55964439,KDR_17_CODING
4,55964863,55964970,KDR_16_CODING
4,55968063,55968195,KDR_15_CODING
4,55968528,55968675,KDR_14_CODING
4,55970809,55971151,KDR_13_CODING
4,55971998,55972107,KDR_12_CODING
4,55972853,55972977,KDR_11_CODING
4,55973903,55974060,KDR_10_CODING
4,55976569,55976733,KDR_9_CODING
4,55976820,55976935,KDR_8_CODING
4,55979470,55979648,KDR_7_CODING
4,55980292,55980432,KDR_6_CODING
4,55981040,55981209,KDR_5_CODING
4,55981447,55981578,KDR_4_CODING
4,55984770,55984967,KDR_3_CODING
4,55987263,55987357,KDR_2_CODING
4,55991393,55991756,KDR_1_CODING
4,66185280,66189937,EPHA5_18_CODING
4,66196278,66197846,EPHA5_17_CODING
4,66201649,66201843,EPHA5_16_CODING
4,66213771,66213921,EPHA5_15_CODING
4,66217106,66217316,EPHA5_14_CODING
4,66218759,66218821,EPHA5_13_CODING
4,66230734,66230920,EPHA5_12_CODING
4,66231649,66231775,EPHA5_11_CODING
